id,text,date,rating,title,clean_texts,sentiment
R1GRLI15IHNOB9,"
  Received it today. I have bought this for my father. Sound and base is good. Call taking button is rough. Okay okay product. Earphone are fat and somewhat inconvenient to hold while placing it in ears. Wire quality is good. Will post the long term review update later.
",Reviewed in India on 17 August 2019,3,Average to Good,receive today buy father sound base good call take button rough okay okay product earphone fat somewhat inconvenient hold place ear wire quality good post long term review update later,positive
ROM55VFYXZINB,"
  The product was initially good but after 4 months of use, first the mic stopped working and now, 1 of the ear is also not working. Very disappointing. I was hoping this would last at least  7/8 months.
",Reviewed in India on 1 October 2019,2,Stopped working after 4 Months,product initially good 4 month use first mic stop work 1 ear also work disappointing hope would last least 7 8 month,negative
R2ZQUVLFLK5YO,"
  its an amazing product..... really received very good item in affordable price....sound quality is perfectbass quality is upto the markgets detangled easilyof you are looking for a product for long usage than one must buy theseit gives you mini net bag4 earphone capsknot holderwarrnty cardand this wonderful earphone
",Reviewed in India on 26 September 2020,5,You should definitely buy these,amazing product really receive good item affordable price sound quality perfectbass quality upto markget detangle easilyof looking product long usage one must buy theseit give mini net bag4 earphone capsknot holderwarrnty cardand wonderful earphone,positive
RLYJUBMOLI1EG,"
  I purchased on jan30,the sound is awesome to hear,if you put these earphones,you will be in another world, quality speaks,I loved this boat product.🔥It's been a year feb 2021, the product is gone, audio is coming only in 1 ear, another side it's not coming, u will get irritation while listening like that, exactly 1 year it worked perfectly.
",Reviewed in India on 1 February 2020,5,1 year product,purchase jan30 sound awesome hear put earphone another world quality speak love boat product year feb 2021 product go audio come 1 ear another side come u get irritation listen like exactly 1 year work perfectly,positive
R39QCO0ZC5NHM9,"
  Not worth, I brought this for my sister who always use it rarely, and it's not working after 4 month's. Don't waste your money on this which will last for just 3-4 months.
",Reviewed in India on 2 November 2020,1,Very bad and disappointed,worth bring sister always use rarely work 4 month waste money last 3 4 month,negative
R23S9EUS266FBT,"
  I actually started with boat rocker 400 wireless headphones and became fan of what boat was actually  offering at such decent price.I've used bass head 225 and used Philips SHE3205 but found this piece to be more clear and sound quality is much better than 225 just at the cost of flat wires but this round one is tangle free too and it has good grip in your ear  for sports purpose.5 stars for the innovation but 1 star for the delivery.....
",Reviewed in India on 16 January 2019,5,Go for it without single doubt .,actually start boat rocker 400 wireless headphone become fan boat actually offer decent price use bass head 225 use philips she3205 find piece clear sound quality much well 225 cost flat wire round one tangle free good grip ear sport purpose 5 star innovation 1 star delivery,positive
R3U2ZNY27N9K3V,"
  I am extremely satisfied with the product for the price that I am paying.Sound quality is nice and has decent bass. Overall nice first impression with sound quality.However build quality seems little cheap so not sure how it will perform in long run
",Reviewed in India on 24 December 2020,4,Surprisingly Good for 349 rs,extremely satisfied product price pay sound quality nice decent bass overall nice first impression sound quality however build quality seem little cheap sure perform long run,positive
R2QGBASXO6HV7O,"
  Sound quality is good. Great earphones in this range. I've been using this for 8 months now and sound quality and durability both are good.Fits perfectly in ear and can be used continuous 2-3 hours without having pain in the ear. Got it for 359, Best one in basic earphones range at this price.
",Reviewed in India on 24 July 2020,4,"Durable, good sound quality",sound quality good great earphone range use 8 month sound quality durability good fit perfectly ear use continuous 2 3 hour without pain ear get 359 good one basic earphone range price,positive
R14SXTKDIQMRKK,"
  This Product has Extremely Sooooo Good i ever bought from amazon,  so this was my out of imagination experience with boat team & amazon, that i was looking for value for money product which comes fairly true at this level i thought. No any wait,  no any Comparison if anyone wants to buy,  it is 100% green signal, go ahead & buy it & plug in to nirvana....😇😎 i got what i want thanks boat...  🚣
",Reviewed in India on 2 July 2020,5,"No Comparison With other,  you got if you like boat either not.",product extremely sooooo good ever buy amazon imagination experience boat team amazon look value money product come fairly true level think wait comparison anyone want buy 100 green signal go ahead buy plug nirvana get want thank boat,positive
R3D769RU5R3YRU,"
  Been using Boat since last couple of years and it's good for people who are looking for basic headphones. Sound quality is good but noise cancellation is not that great.
",Reviewed in India on 20 July 2020,5,,use boat since last couple year good people look basic headphone sound quality good noise cancellation great,positive
R32Z7ISX6E0VQX,"
  There is no bass, and that's the major problem with this earphones. Wire is good but that has no use because we need sound quality. It is not worthy to buy this at all. Worst.
",Reviewed in India on 16 March 2020,1,Pay a bit more and try to buy a good earphones,bass major problem earphone wire good use need sound quality worthy buy bad,negative
R2C88UE8MIPCFX,"
  The product is good by providing high quality of sound and bass quality is also too good. For hearing music it is just awesome😊. One year warranty is also available to the product and packaging is also good. The product is same as described in the description.
",Reviewed in India on 30 August 2020,4,"Good one, useful for both hearing music and for attending call.",product good provide high quality sound bass quality also good hearing music awesome one year warranty also available product packaging also good product describe description,positive
R1XMX4EN9YP9RW,"
  Very nice Earphones ...nice mic quality sound effect is so good. price too good wire is good.. lovely product... thanks BOAT
",Reviewed in India on 9 January 2021,5,lovey Earphones,nice earphones nice mic quality sound effect good price good wire good lovely product thank boat,positive
R2XJNVWXN9UC16,"
  I am using it since 2-3 months now. Its working very well this and is the best earphones in this price range.Sound quality is medium (not great) but its good for normal daily usage.I'm very happy with the product and planning to buy again😁
",Reviewed in India on 21 May 2021,5,Superb,use since 2 3 month work well good earphone price range sound quality medium great good normal daily usage happy product planning buy,positive
R37DQUO4WLPO3Z,"
  Very bad qualityNo noise cancellationSound bass quality very very badLow quality high priceOver all very bad
",Reviewed in India on 13 October 2020,1,Very bad,bad qualityno noise cancellationsound bass quality badlow quality high priceover bad,negative
R1GYV0G3OM99H4,"
  I have purchased this earphones These are actually value for money and the price range is also average. The sound quality is good and the bass quality is also good 👌 These earphone are worth the money in the price range. Good quality, good bass, perfect condition overall Perfect 🤩 and loved it 😍
",Reviewed in India on 12 May 2021,5,Value for money 💰,purchase earphone actually value money price range also average sound quality good bass quality also good earphone worth money price range good quality good bass perfect condition overall perfect love,positive
R3NZ0BR9UVIMN2,"
  Quality of boAt products has really impressed me, can't imagine it's a product of India, very proud of seeing such quality products.Excellent sound quality, with ergonomic ear piece.boAt - Plug into Nirvana, liked this tag line also.
",Reviewed in India on 30 March 2019,5,Truly Plugs to Nirvana (Quality),quality boat product really impress imagine product india proud see quality product excellent sound quality ergonomic ear piece boat plug nirvana like tag line also,positive
RHSOJJWC14ZQJ,"
  The best earphone at this price range, The sound quality is amazing. The BASS was good. Also the noice cancellation.When I put in my ears, I can't hear anything from outsideOne thing: The wire quality was Extreme super, it saved my phone life 2 times from falling down
",Reviewed in India on 1 February 2021,5,"Best Earphone under 500, VALUE FOR MONEY",good earphone price range sound quality amazing bass good also noice cancellation put ear hear anything outsideone thing wire quality extreme super save phone life 2 time fall,positive
R6AVZ6WHWOOYD,"
  Very bad sound quality, miniso earphones and other chinese earphones are better.The cost of this product is meaningless.Worthless product, don't even deserve 150
",Reviewed in India on 3 October 2020,5,"Worthless,dont buy",bad sound quality miniso earphone chinese earphone better cost product meaningless worthless product even deserve 150,negative
R20ETROYUJ3EPX,"
  Its not even a month & it's disturbing. Poor quality & worst customer service. I have been trying to contact the Customer Care but the no provided is invalid.
",Reviewed in India on 7 July 2020,1,Very bad experience,even month disturb poor quality bad customer service try contact customer care provide invalid,negative
R29H9WMCUZ2C1Z,"
  I will use this item 10 days .the product is very good.but the bass is not as my exceptation.the bass is better low .it's is made by plastic body not metal body and also the sound quality is good.it will also hear the minute sound also over all I give 4 star to it .
",Reviewed in India on 4 March 2019,4,"Good product , but the amount is better high",use item 10 day product good bass exceptation bas better low make plastic body metal body also sound quality good also hear minute sound also give 4 star,positive
R3PQRSQA3TRU96,"
  I have ordered this product twice, the first order delivered on 28th may and within a month I start facing issues in voice quality and than it stop working now on my second order delivered on 18th June the same thing happened,The product is not good in terms of quality, sound clearity is average better to go for any other options but not this
",Reviewed in India on 20 June 2019,1,NOT A QUALITY PRODUCT!!!,order product twice first order deliver 28th may within month start face issue voice quality stop work second order deliver 18th june thing happen product good term quality sound clearity average better go option,positive
RSSVPFHYKH13Q,"
  Writing this review after 4 months of usage.Does a decent job for the price.One earpiece stoped working after 4 months of usage. I think the life of the product is max. Of six months.Sound quality is upto mark. Is the maximum that could be expected from this price range.
",Reviewed in India on 14 September 2019,3,Product quality is good but not so durable,write review 4 month usage decent job price one earpiece stop work 4 month usage think life product max six month sound quality upto mark maximum could expect price range,positive
R37UO7NXIFUXG0,"
  I love the headphones but the package was damaged as you can see in the photo when I opened it. Thankfully the headphones were alright.Sound quality is awesome and noise cancellation is good too. Bass is okay
",Reviewed in India on 24 June 2019,5,Good earphones,love headphone package damage see photo open thankfully headphone alright sound quality awesome noise cancellation good bass okay,positive
R3CK3UJ6EI88PE,"
  Heaphone is not working properly with my Nokia 6.1 pluse . It is making a bad noise while speaking on phone .No stereo sound supported. Poor Mic. Unable to attend office meeting , as my voice is reaching low through Microsoft Teams or Skype call. All though a sad buy and amazon is not allowing to buy a better product and replacing with same product . 0 star for amazon return policy .
",Reviewed in India on 24 July 2020,1,Not supporting Nokia poperly! Poor replacement policy.,heaphone work properly nokia 6 1 pluse make bad noise speak phone stereo sound support poor mic unable attend office meeting voice reach low microsoft team skype call though sad buy amazon allow buy well product replace product 0 star amazon return policy,negative
R39CEFBMSV0K6V,"
  Very good quality earphone at this price.Bass is pretty good.Noise Cancellation is also good.Comes with extra two different bud sizes.Overally I loved the product.Worth buying..
",Reviewed in India on 3 November 2019,5,Sturdy and robust design with very good audio output,good quality earphone price bass pretty good noise cancellation also good come extra two different bud size overally love product worth buying,positive
R1IHWAH5OG1DX3,"
  I bouth this pair of earphone set on April and no surprises it has stopped working in June. So at your risk people. I guess this is why people shouldn't trust on any brands. Also I am not able to print my invoice using the mail I received from Amazon. The product is under 1 year warranty, hoping I will get a replacement soon. Can you please help me out to print the invoice @amazon
",Reviewed in India on 19 June 2019,1,Not Operational after 2 months. BAYR (Buy at your risk),bouth pair earphone set april surprise stop work june risk people guess people trust brand also able print invoice use mail receive amazon product 1 year warranty hope get replacement soon please help print invoice amazon,positive
RC9XCGNU5UFXA,"
  This product is good in sound quality but failed in noise cancellation, Bass is also good.... product has come with attractive pouch that I like it...
",Reviewed in India on 21 October 2020,4,Awesome product but can be much better,product good sound quality fail noise cancellation bass also good product come attractive pouch like,positive
R1IOF0RCFK9GK9,"
  Initially it was great. However it stopped working in 11 months. Instead of hassling with the dealer during the pandemic, i thought to order another one as the price was nominal. However the second one stopped working in six months. A total letdown
",Reviewed in India on 23 January 2020,2,Works six months,initially great however stop work 11 month instead hassle dealer pandemic think order another one price nominal however second one stop work six month total letdown,negative
RROWIKAMLP0NI,"
  Sound quality is not as expected . Amazon basics earphones were better in terms of bass. Very low bass in this boat earphone but clarity is good. Returned as not satisfied with the product
",Reviewed in India on 29 December 2018,1,Not as expected,sound quality expect amazon basic earphone well term bass low bass boat earphone clarity good return satisfied product,positive
R10GA4NTE8BJH3,"
  I had received an defective product from Amazon so on that I had opt replacement service. They almost takes 17 days to process with replacement and on Amazon app its showing me as delivered but till now I haven't got my product.I had contacted to third party courier tie up of amazon but they are useless.Really disappointing.
",Reviewed in India on 19 August 2020,1,Received defective product and after opting replacement service till now haven't got my product.,receive defective product amazon opt replacement service almost take 17 day process replacement amazon app showing deliver till get product contact third party courier tie amazon useless really disappointing,negative
R2VE3ZZIRHLJNK,"
  It has a great bass ..with exceptional noise cancellation..It comes with 2 pairs of extra plugs...and it has perfect length.colour is all good. And a perfect hawk design to go with the trend...is very cool in different matte colours...
",Reviewed in India on 8 June 2020,4,Valued best for the noise cancellation,great bass exceptional noise cancellation come 2 pair extra plug perfect length colour good perfect hawk design go trend cool different matte colour,positive
RM0PDH24JUGAW,"
  Quite good. Received it in good woeking condition. But it doesn't stay tight in the ears as I find it for most of the earphones. So minus points for that.
",Reviewed in India on 9 December 2020,4,Good one,quite good receive good woeking condition stay tight ear find earphone minus point,positive
R7T5AE98SNPJT,"
  Excellent Product Quality Must Buy  Worth for Its Price1 : Comes with a Good Quality Pouch2 : Best Siund Quality
",Reviewed in India on 13 March 2021,5,Excellent Product Quality Must Buy  Worth for Its Price,excellent product quality must buy worth price1 come good quality pouch2 good siund quality,positive
R1VQE9XU3T9FXL,"
  Decent product. Bass could be lil better. Sound clarity is good. Does it job. Using it for gym purpose basically ruff use. Rubber wiring looks thick
",Reviewed in India on 11 July 2019,4,Good material product could be better,decent product bass could lil better sound clarity good job use gym purpose basically ruff use rubber wiring look thick,positive
R6IYQUFTCF2GE,"
  First impression 10/10Bass for this price range is too goodSound is clear, and the voice doesn't pinch in the eardrumsExcellent choice for low budgetEarpiece is a perfect fit in the ear, it's light and comes with three sizes of buds with a pouch alsoAwesome purchase.
",Reviewed in India on 14 November 2020,5,Excellent choice,first impression 10 10bass price range goodsound clear voice pinch eardrumsexcellent choice low budgetearpiece perfect fit ear light come three size bud pouch alsoawesome purchase,positive
R2FUX9HNV84S8Y,"
  Excellent build quality.Loud sound.You would think that too much bass is a good thing but it gets annoying and fatiguing after some time.Try using it with flat equaliser settings.No complaints with Mic also.Value for money
",Reviewed in India on 4 July 2019,5,Good for BassHeads.,excellent build quality loud sound would think much bass good thing get annoying fatiguing time try use flat equaliser setting complaint mic also value money,positive
R2HWHUPB9I191W,"
  The headphones are decent in quality but super uncomfortable which defeats the purpose of using earplugs. I'm not able to use them for more than 30 minutes at a time. The pointed ends of the earplugs hurt my hands while inserting or readjusting. The earplugs itself are an uncomfortable fit and need to be readjusted every few minutes.
",Reviewed in India on 5 August 2019,1,Uncomfortable — Would strongly advise against,headphone decent quality super uncomfortable defeat purpose use earplug able use 30 minute time point end earplug hurt hand insert readjust earplug uncomfortable fit need readjust every minute,negative
R3Q46GF6O275PU,"
  It is good, but if you wear it for like 1-2 hrs you start feeling pain also I choaks up your ear and your head starts paining as your body equilibrium gets distorted I would request you to envest on a good headphone rather than earphone.Thanks
",Reviewed in India on 29 August 2020,3,Good but.....,good wear like 1 2 hrs start feel pain also choak ear head start pain body equilibrium get distort would request envest good headphone rather earphone thank,positive
R1P2QBOEMYMSEZ,"
  THESE ARE THE BEST ONE. No one can provide you these good quality earphones in 349. More than enough. If you think the bass is not that high, then simply install an app called BASS BOOSTER from playstore AND then adjust the bass accordingly. 😁😁 I personally love it.
",Reviewed in India on 12 February 2021,5,PLEASE CONSIDER THIS REVIEW! AWESOME EARPHONES!!!!😁,good one one provide good quality earphone 349 enough think bass high simply install app call bass booster playstore adjust bass accordingly personally love,positive
R2X5G05RJZBGOU,"
  I got this parcle today, I got this for 427₹ including all taxes and delivery charges.Very nice at this price, It sounds great It is very smooth, Its written on the box is super extra bass I feel a little less bass. But overall good sound and bass. I love this product at this price. And Amazon service also great & fast.
",Reviewed in India on 8 June 2020,5,I got this for 427₹. I love this product at this price,get parcle today get 427 include taxis delivery charge nice price sound great smooth write box super extra bass feel little less bass overall good sound bass love product price amazon service also great fast,positive
R15Y5UP2RBF8MJ,"
  Pros: Doesn't tangle much, low costSound quality is good enough, bass quality is good but voice cancellation is not par up to premium headphones.Good buy to use outside if you have to travel frequently
",Reviewed in India on 11 September 2019,5,Perfect for 400₹,pro tangle much low costsound quality good enough bass quality good voice cancellation par premium headphone good buy use outside travel frequently,positive
R22IHTK2ZHLC0W,"
  I had used blapunkt, boat and MI earphones which are of same price range. Among them I prefer blapunkt as the sound quality is good and bass is ok and microphone is almost is same in all models and 3.5 mm jack model is bad in boat as it will easily be damged.This earphones lags in sound quality and 3.5mm jack design
",Reviewed in India on 23 June 2020,3,Ok for the price,use blapunkt boat mi earphones price range among prefer blapunkt sound quality good bass ok microphone almost model 3 5 mm jack model bad boat easily damge earphone lag sound quality 3 5 mm jack design,positive
R2PNAWV1NF6B2X,"
  Its a good buy I thought bcoz of the sound quality, but the durability is very bad. In 2 months wire issues cropped up and one side sound fluctuates. Will look for replacement now..
",Reviewed in India on 19 January 2020,1,Good sound quality but Bad Durability,good buy think bcoz sound quality durability bad 2 month wire issue crop one side sound fluctuate look replacement,negative
R1MXLSEL7PRJUO,"
  Sound quality is really good. But durability is not that good. But there is manufacturer warranty if there is any quality regarding problem we can get new set of earphone from Boat
",Reviewed in India on 26 February 2021,5,Value for money,sound quality really good durability good manufacturer warranty quality regard problem get new set earphone boat,positive
RZM0J2X4298CP,"
  Very good  ... but only thing u cnt hear anything else when ear phone is in your ears .but in 2 month  stop working
",Reviewed in India on 31 May 2020,5,good,good thing u cnt hear anything else ear phone ear 2 month stop work,positive
RYJTLHOM2C3HC,"
  Keep your expectations low. No bass. Volume is low. Mic is good. Go for it if quality of sound is not your concern and you are looking for the name sake.
",Reviewed in India on 9 September 2020,1,Average,keep expectation low bass volume low mic good go quality sound concern look name sake,positive
R253MBCQ2W2TJO,"
  Bought this product to serve the purpose of less hassle with wires and better neck movement while playing. The latency in sound is annoying and doesn't support mobile gaming.Sound quality isn't market standard. Doesn't live upto the hype. Pretty average for a brand that promises too much.
",Reviewed in India on 29 July 2020,2,Average bluetooth earphone,buy product serve purpose less hassle wire well neck movement play latency sound annoying support mobile gaming sound quality market standard live upto hype pretty average brand promise much,positive
R93HQXSFAOA5Q,"
  Superb just superb. The sound quality at this price is just toooooooo good. The sound is very crisp. The experience is just like dolby digital audio.
",Reviewed in India on 11 November 2020,5,Crisp sound quality,superb superb sound quality price toooooooo good sound crisp experience like dolby digital audio,positive
RKTPG3H2HK713,"
  I will give a proper feedback after using it for 1 or 2 months.The rating is based on the quality check I did now, after receiving the product which I felt is good 😊
",Reviewed in India on 13 September 2020,4,Will update after a month..,give proper feedback use 1 2 month rating base quality check receive product feel good,positive
R3A9M2DZQWJ63F,"
  A simple and sturdy earphones that do the work pretty well! The earphone buds are designed really well.. like the hawk design!
",Reviewed in India on 18 January 2021,5,A good quality earphones that work pretty good,simple sturdy earphone work pretty well earphone bud design really well like hawk design,positive
R229D8HW3J7ZYU,"
  Sound quality on thinner side and I don't think it's useful for music loversIt can only b used for calls thts itThough I saw the review of this but was not satisfied...Design of the earphn is bit clumsy if u push bit inside ur ear it will hurt u by the edges of the model...Base has nothing to do with this earphone...Having boat 600 headphone and if I compare to this earphn...Aisa lagta hai jaldi jaldi bna ke company bejne me lg gayi ....
",Reviewed in India on 24 June 2019,2,NO BASE ONLY FOR CALLS..NOTHING HERE FOR MUSIC LOVERS,sound quality thin side think useful music loversit b use call tht itthough saw review satisfied design earphn bit clumsy u push bit inside ur ear hurt u edges model base nothing earphone boat 600 headphone compare earphn aisa lagta hai jaldi jaldi bna ke company bejne lg gayi,negative
R3DQH6BDAP6QSD,"
  With in One month one ear phone is not worked..They are not accepting Warrenty and even I unable to create an account in boat by using this product 😡😡So don't think about Warranty
",Reviewed in India on 28 August 2020,1,Warranty doesn't Works 😡💔,one month one ear phone work accept warrenty even unable create account boat use product think warranty,negative
R2VVR2RY0YCPHL,"
  Sound as I said is amazing, the bass is good for the price, but definitely lacks noise cancellation- but again for the price, worth it.They are spectacularly comfortable, I have sensitive ears and these I can wear for several hours without any issues.
",Reviewed in India on 13 August 2019,5,Most comfortable earphones that I have ever owned.,sound say amazing bass good price definitely lack noise cancellation price worth spectacularly comfortable sensitive ear wear several hour without issue,positive
R1T0U69B2NAWU4,"
  Rough n Tough, Better Quality built, carry along while travelling.Sound Quality is Good compared to my skull candy. Loved it as its quite cheap compared to other earphones & offcourse I love d Red Colour😊
",Reviewed in India on 15 August 2020,4,Best for on the Go👍,rough n tough well quality build carry along travel sound quality good compare skull candy love quite cheap compare earphone offcourse love red colour,positive
R3BN07RB1XE1DZ,"
  SOUND QUALITY is  Good for GamingLow frequency sounds are also goodBut ya that earphone needs improvement in high frequency soundsAll-over that earphones are made for Gamers and bass loversFor Music lovers and content creator better I suggest to go with c100si OR JBL c50Hi
",Reviewed in India on 6 November 2020,5,It's 1of the best earphones for gaming,sound quality good gaminglow frequency sound also goodbut ya earphone need improvement high frequency soundsall earphone make gamer bass loversfor music lover content creator better suggest go c100si jbl c50hi,positive
R1V9G6U744WYJB,"
  Just received this today. The button on the mic doesn't work.Lot of noise of the earphones wire itself, the jack also doesn't fit.Update: recieved an exchange for this today. Still doesn't work. Pathetic quality. Doesn't even deserve 1 star. I have opted for a return now.The seller was :  Appario Retail Private Ltd
",Reviewed in India on 9 December 2019,1,Disappointed,receive today button mic work lot noise earphones wire jack also fit update recieve exchange today still work pathetic quality even deserve 1 star opt return seller appario retail private ltd,negative
R3KBG7HM39G5QD,"
  This can be your go to product when you lose your earphones and need a quick replacement. Sound quality is decent. Sometimes on call, i feel it is little low and i have to adjust the volume even higher just to get a clear sound.Overall a good product for such price
",Reviewed in India on 14 April 2021,4,Decent Product,go product lose earphone need quick replacement sound quality decent sometimes call feel little low adjust volume even higher get clear sound overall good product price,positive
RNDAPOC97K77T,"
  These are actually nice if you're confused which one to buy for office purpose you can definitely go for it. Bass is 4/5 coz I've seen more better but as I said these are good for office and regular use. Voice is clear and sweet to ears. Would recommend if you're looking for good earphones in less expense.
",Reviewed in India on 1 August 2019,5,Budget earphones that will not disappoint you,actually nice confuse one buy office purpose definitely go bass 4 5 coz see better say good office regular use voice clear sweet ear would recommend look good earphone less expense,positive
R1GKPJLFFSXB30,"
  It's a good headphone at this price range.. Works pretty good,i have been using for about a month, no issue so far.. Enjoying the experience.. It is like a daily spare headphone that u can take anywhere, if it is lost also not gonna cost u alot
",Reviewed in India on 20 July 2019,5,Good product at this price range,good headphone price range work pretty good use month issue far enjoy experience like daily spare headphone u take anywhere lose also go to cost u alot,positive
RN39Q7NGT5ARJ,"
  I loved it .. as it came along with carry case n extra caps n warranty of one year .It was slightly damaged but they replaced it with new one in fastest service yesterday evening i complained today morning 10am I got it.😊 thanks
",Reviewed in India on 19 December 2020,5,Best Buy with Best service,loved come along carry case n extra cap n warranty one year slightly damage replace new one fast service yesterday evening complain today morning 10 a.m. get thank,positive
R3OCSF7GHDO05U,"
  The earphones are not bad. Have been using it for a month. The only issue is that it hurts my ears when used for more than 30 mins and the solution I found was to swap the Right one to the Left ear and vice versa.
",Reviewed in India on 20 November 2019,4,Not bad for this price point,earphone bad use month issue hurt ear use 30 min solution find swap right one leave ear vice versa,negative
R3QTZTZZIOS57M,"
  1st time...saw such earphones with pouch,1year warranty card, nicely packed overall...and having good vibrant colours...as I picked up Pink... looking awesome...good quality,sound ..best product..one should go for it..👍
",Reviewed in India on 1 February 2021,5,Go for it...👍 Awesome product...thanks Amazon,1st time see earphone pouch 1year warranty card nicely pack overall good vibrant colour pick pink look awesome good quality sound good product one go,positive
R3HTKB9MILN6T0,"
  I'm happy with the sound quality but the only thing which pisses me off is the ""button for receiving calls"", the button doesn't work at all, I exchanged my product yet again felt like I'm using the old one, no changes. And also this earphones doesn't fits well in the mobile slot, if we move our phone it get disconnects!!! I'm disappointed with the product! Plz think twice before buying it.
",Reviewed in India on 19 June 2020,3,Think twice before buying!!,happy sound quality thing piss button receive call button work exchange product yet feel like use old one change also earphone fit well mobile slot move phone get disconnect disappoint product plz think twice buy,positive
R1AK0EZ1AGH0U1,"
  I am not a fan of music , so for the price I think it does justice. It works fine . I can make my calls and listen to music. I dint have high expectations and it fits my needs
",Reviewed in India on 23 October 2020,4,Value for money,fan music price think justice work fine make call listen music dint high expectation fit need,positive
R19LC6ZKT17VWY,"
  Speakers are too good and has good clarity. Mic range is low, need to hold the mic piece close to mouth for better hearing at other end during video calls and meetings.. also design of earpiece could be improved, bit paining while using it for longer duration like watching movies etc.
",Reviewed in India on 23 February 2021,3,"Good, but needs improvement",speaker good good clarity mic range low need hold mic piece close mouth well hear end video call meeting also design earpiece could improve bit pain use long duration like watch movie etc,positive
R28PKH08MMCQPE,"
  Read the reviews on this one and was a bit sceptical abt quality and performance. Once I received it, completely surprised over the quality of sound for the price. Would strongly suggest this product for those looking for something at this price..It won’t fail to surprise you!!
",Reviewed in India on 18 August 2020,5,Excellent quality!!,read review one bit sceptical abt quality performance receive completely surprised quality sound price would strongly suggest product look something price fail surprise,negative
RAXBQMFTXXG4K,"
  Worst ever Earphone, Didn't even worked for 6 months. I even tried to exchange in customer service but that turned out to be a loss, as they never called me and give me a new one.I was having a warranty time but Boat customer service, worst service really unhappy.
",Reviewed in India on 26 March 2021,1,"Would suggest everyone, not to buy.",bad ever earphone even work 6 month even try exchange customer service turn loss never call give new one warranty time boat customer service bad service really unhappy,negative
RKIH7PWL1XRAZ,"
  Worst product from boat. Never buy complete money waste. You cannot talk to a person on the call using the mic, because the person on the call cannot hear you. Sound quality also seems like a local Chinese headphone. Better spend some more money and get a good headphone. Do not even think to buy if you are buying it for the purpose of talking.
",Reviewed in India on 1 May 2019,1,MIc doesn't work at all,bad product boat never buy complete money waste can not talk person call use mic person call can not hear sound quality also seem like local chinese headphone better spend money get good headphone even think buy buy purpose talk,negative
R28WORWDGJSAB1,"
  Best quality in this price range, boat product are really nice.  Not using it extensively but whenever used it m satisfied.
",Reviewed in India on 26 March 2021,5,Satisfied,good quality price range boat product really nice use extensively whenever use satisfied,positive
R263EYK1SGNE7I,"
  Did not meet my expectations..buds won't fit my ears..keeps falling every now and then..you need to shove it deep in to keep it intact... you will get headache ..not a great experience overall..wire is sturdy though..
",Reviewed in India on 12 August 2019,2,Not worth the hype!!,meet expectation bud fit ear keep fall every need shove deep keep intact get headache great experience overall wire sturdy though,positive
R2BJWY16C4VB2D,"
  The left side of the earphones is not working the base so it is not good to buy waste product in the delivery man has been tell to me you should come one kilometre before only then I will leave the product so it is the waste product
",Reviewed in India on 13 July 2020,1,Waste product on life side it is not working with in 3 days,left side earphone work base good buy waste product delivery man tell come one kilometre leave product waste product,negative
R2386HINPF9LRH,"
  This ismy second pair of headphone from boat.These are best for basic daily use a d very robust.Sound quality is good if not excellent.Do not expect too High sound quality.For spent money it's wonderful.
",Reviewed in India on 11 October 2019,5,Value for money,ismy second pair headphone boat best basic daily use robust sound quality good excellent expect high sound quality spend money wonderful,positive
R19R6PQLQNJFT0,"
  The earbuds are comfortably fitting. The sound quality is normal like any other headphones. But I love the hawk shaped bud design & the colours are good choices to go with. There is an dettachable strip to hold your wire together. It's very easy to save your headphone wires from getting messy.
",Reviewed in India on 7 February 2021,5,Comfortable usage,earbud comfortably fit sound quality normal like headphone love hawk shape bud design colour good choice go dettachable strip hold wire together easy save headphone wire get messy,positive
R1JSVYJTXWORVI,"
  This is the 2nd boat headphones which has become dysfunctional in past 4 months.  The mouthpiece has become dis operational and the person you are calling cant hear you. Worst headphones.. pathetic quality
",Reviewed in India on 21 January 2021,1,Worst headphones ... dont buy pls,2nd boat headphone become dysfunctional past 4 month mouthpiece become dis operational person call can not hear bad headphone pathetic quality,negative
R1YFSV1IMOT9G0,"
  It's an awesome product I have received. The sound quality is clear and great. The hawk inspired design makes the headphones more attractive. In the package, I received a headphone, headphone bag, warranty card and 2 set of buds. Definitely recommended. in this price range.
",Reviewed in India on 3 September 2020,5,"Excellent quality, value for money",awesome product receive sound quality clear great hawk inspire design make headphone attractive package receive headphone headphone bag warranty card 2 set bud definitely recommend price range,positive
R3AWSJAYQEBZ3T,"
  Beat Earphone on Amazon. Seriously you can't get better than this earphone. You can buy any other earphone of boat or any other company but any how you will face problems but this earphone from boat is to very good.
",Reviewed in India on 9 March 2020,5,Best Earphone,beat earphone amazon seriously get well earphone buy earphone boat company face problem earphone boat good,positive
R26WB70PXKQSR,"
  I do not have much knowledge about base etc but these are pretty fine for me, I listen to music and also helps me attend my meetings so the purpose I bought it for is served pretty well. However they are not noise cancellation in any way.
",Reviewed in India on 12 October 2020,5,Pretty good,much knowledge base etc pretty fine listen music also help attend meeting purpose buy serve pretty well however noise cancellation way,positive
RC28VTE76A6HS,"
  Good product at this price range. At a price of 350-400rs don't expect 5 star performance. As I said sound quality is good. For Bass 3 stars and noise cancelling again 3 stars. But considering the price range overall 4 stars.
",Reviewed in India on 18 August 2020,4,4 star rating for this price range,good product price range price 350 400r expect 5 star performance say sound quality good bass 3 star noise cancel 3 star consider price range overall 4 star,positive
